temperature,humidity,rainfall,region,season,crop
34.6,62.2,1768.2,11,summer,coconut
25.7,57.5,1662.7,1,summer,wheat
24.6,89.3,1098.9,4,kharif,rice
33.9,69.1,957.1,7,rabi,rice
25.2,56.4,1035.5,8,rabi,pulses
27.4,53.8,228.1,14,kharif,cumin
25.0,44.5,2149.4,1,rabi,wheat
31.0,88.2,879.5,7,rabi,rice
28.0,51.3,833.6,6,summer,mustard
33.7,82.8,2643.3,12,rabi,spices
25.7,81.1,146.1,14,rabi,millet
34.4,43.8,1210.9,2,rabi,maize
34.8,81.2,2203.5,11,rabi,rice
28.2,83.2,1274.4,5,summer,wheat
21.8,46.0,2370.3,1,summer,wheat
32.1,68.2,807.7,4,kharif,wheat
29.5,81.2,976.2,6,summer,rice
34.1,51.5,1526.6,11,rabi,coconut
20.2,46.3,2241.4,11,kharif,coconut
34.6,46.2,823.9,9,rabi,soybean
30.6,52.6,864.9,9,rabi,soybean
34.8,40.3,2957.7,11,rabi,coconut
20.0,89.6,608.7,6,kharif,wheat
34.4,56.9,1186.1,9,summer,cotton
25.4,89.1,2136.5,15,kharif,spices
21.3,59.7,1092.1,8,kharif,pulses
29.6,52.9,749.1,9,summer,cotton
21.4,48.1,2189.0,1,kharif,maize
32.8,61.0,922.3,3,rabi,rice
21.5,89.1,1157.6,4,rabi,wheat
22.2,63.8,1446.9,3,kharif,rice
31.9,63.8,2531.2,11,kharif,coconut
33.2,57.7,3089.2,15,rabi,spices
21.4,62.5,1258.9,1,rabi,barley
21.6,85.7,3450.0,15,kharif,coconut
31.8,87.0,1317.0,3,rabi,jute
33.9,84.2,947.0,7,kharif,maize
29.1,43.8,890.8,7,summer,pulses
32.6,77.6,2470.7,2,rabi,rice
22.7,51.9,2107.5,2,rabi,rice
20.6,87.9,943.2,3,summer,jute
27.9,63.2,1242.3,2,kharif,fruits
23.3,66.0,1342.2,2,summer,rice
34.2,46.1,762.0,13,rabi,cotton
26.3,86.0,1034.3,4,summer,wheat
28.2,85.9,2495.5,11,summer,rice
28.1,42.0,822.1,9,summer,cotton
25.6,50.3,2552.6,12,kharif,spices
28.4,40.9,1147.8,3,summer,jute
27.7,80.2,2298.3,1,kharif,wheat
33.7,64.5,329.6,14,rabi,cumin
30.9,70.1,527.0,13,kharif,groundnut
34.5,71.4,1004.6,8,summer,pulses
27.6,80.0,1149.7,4,kharif,rice
24.2,79.6,577.2,6,rabi,rice
28.0,43.6,1885.7,11,summer,coconut
33.7,45.6,783.4,7,summer,maize
29.7,61.0,921.8,5,summer,sugarcane
26.7,48.2,1154.2,7,rabi,rice
29.7,55.2,760.4,9,kharif,soybean
25.1,81.1,504.2,6,rabi,wheat
27.1,47.8,2371.3,1,summer,wheat
20.7,66.7,2868.5,15,kharif,coconut
34.3,88.8,841.8,3,summer,rice
29.3,72.8,1214.2,3,summer,rice
21.0,65.1,1085.2,8,rabi,millet
33.0,54.0,1295.7,2,rabi,maize
34.5,68.0,2224.5,12,summer,spices
34.3,45.3,625.7,6,kharif,rice
34.5,77.4,1877.8,1,rabi,barley
27.7,69.2,1831.1,12,summer,spices
32.6,81.1,1347.1,5,kharif,sugarcane
21.9,82.0,616.3,7,kharif,rice
23.6,80.1,900.3,3,summer,rice
32.3,54.1,652.8,6,rabi,wheat
28.8,48.9,971.0,7,rabi,rice
34.2,59.6,667.5,6,rabi,wheat
33.3,61.0,1166.2,7,kharif,rice
31.3,74.6,2285.5,11,kharif,coconut
22.4,52.9,254.5,14,summer,millet
30.4,43.6,1520.4,12,summer,coconut
29.6,45.2,1070.1,3,rabi,rice
33.5,41.5,3225.8,15,summer,coconut
33.4,63.9,518.0,13,kharif,cotton
23.3,42.4,684.5,13,rabi,groundnut
26.2,60.9,103.4,14,kharif,millet
33.3,76.2,2284.2,11,summer,coconut
27.2,48.9,700.7,10,summer,millet
22.8,62.7,997.0,8,kharif,millet
21.5,61.0,567.9,13,kharif,groundnut
22.3,73.0,915.3,6,summer,wheat
25.3,71.6,706.2,7,summer,pulses
26.9,77.4,2329.0,1,kharif,wheat
32.1,64.9,709.6,6,rabi,mustard
32.5,84.6,823.5,6,rabi,wheat
28.7,40.2,1271.6,4,rabi,rice
24.9,74.7,1183.6,9,summer,cotton
26.4,54.4,783.8,13,kharif,groundnut
22.4,41.3,192.4,14,rabi,cumin
33.2,48.4,1831.1,2,summer,tea
33.5,48.3,553.7,6,summer,mustard
20.4,83.2,1110.2,7,summer,pulses
27.7,71.3,679.5,13,rabi,cotton
22.6,86.4,2113.6,12,rabi,rice
28.4,76.9,765.7,10,rabi,pulses
24.5,41.5,494.0,13,rabi,groundnut
32.9,64.5,952.6,7,rabi,pulses
24.3,52.1,674.1,7,kharif,pulses
26.4,75.6,880.7,5,rabi,sugarcane
28.7,48.1,2137.4,1,kharif,wheat
33.2,89.1,1557.1,11,summer,rice
31.9,48.0,3354.6,15,summer,coconut
25.2,65.0,2051.4,12,rabi,coconut
25.1,84.1,210.6,14,rabi,cumin
24.5,57.4,112.7,14,summer,cumin
22.8,70.5,876.4,5,kharif,sugarcane
34.0,73.4,1726.8,2,kharif,fruits
29.6,60.2,2225.5,11,summer,rice
31.1,59.5,361.0,14,kharif,millet
27.0,63.0,744.4,7,kharif,maize
27.4,85.3,1320.9,4,kharif,wheat
25.2,87.7,1282.8,5,summer,sugarcane
32.1,61.8,1845.7,11,kharif,coconut
26.6,80.5,1355.5,4,kharif,wheat
20.7,54.2,838.1,6,rabi,rice
27.0,47.3,388.8,14,rabi,cumin
26.4,66.8,1922.1,2,kharif,fruits
20.4,86.4,142.5,14,summer,millet
30.5,42.4,1507.8,12,rabi,rice
21.9,66.1,1411.8,3,kharif,jute
28.8,53.4,2082.1,15,summer,spices
32.0,73.7,1424.2,2,kharif,maize
20.3,40.0,1605.2,12,summer,rice
22.7,61.1,1441.7,5,rabi,wheat
22.7,48.6,912.0,7,summer,maize
31.7,80.4,1360.7,4,rabi,rice
30.2,48.5,656.2,7,kharif,rice
30.8,54.9,1290.2,5,rabi,wheat
26.8,41.3,197.9,14,summer,cumin
29.7,46.9,1338.5,4,kharif,wheat
34.0,72.2,1517.3,2,rabi,fruits
26.5,65.7,1263.2,4,rabi,rice
29.4,82.7,106.3,14,summer,millet
25.4,59.9,908.1,7,kharif,pulses
20.8,59.4,663.3,8,summer,millet
31.4,66.6,1447.8,4,kharif,rice
28.1,50.0,675.5,6,rabi,wheat
27.4,89.5,251.5,14,summer,millet
32.8,69.2,688.1,9,rabi,soybean
23.1,64.8,708.6,13,rabi,cotton
28.3,48.3,772.8,13,kharif,cotton
25.8,68.3,1556.7,11,summer,coconut
23.4,52.6,951.4,7,rabi,maize
33.6,55.7,682.8,6,summer,rice
21.3,73.2,1721.7,2,kharif,maize
31.9,49.2,2564.5,15,summer,spices
27.3,62.3,3342.3,15,summer,spices
22.7,79.4,1203.4,2,kharif,tea
22.0,58.3,557.2,6,summer,mustard
34.7,58.5,1160.4,5,summer,wheat
23.2,77.8,975.0,3,kharif,rice
21.9,54.1,2397.3,12,summer,rice
24.1,80.8,1076.7,8,rabi,pulses
34.4,62.5,318.5,14,kharif,cumin
32.5,81.2,2689.9,12,summer,rice
27.8,40.7,1938.5,12,summer,coconut
27.6,63.4,623.7,13,rabi,cotton
31.2,41.5,1306.1,4,summer,rice
30.8,58.0,2222.4,12,kharif,rice
28.4,71.1,1258.6,2,kharif,rice
27.3,83.4,1025.2,9,summer,cotton
24.0,57.2,803.0,10,rabi,millet
31.3,65.0,1080.4,3,rabi,rice
28.9,75.9,764.5,6,rabi,mustard
25.9,75.5,643.1,13,summer,cotton
32.1,61.2,899.3,5,summer,wheat
30.8,80.2,1338.4,5,summer,sugarcane
22.2,87.0,914.1,6,summer,wheat
21.2,52.8,2243.2,1,rabi,potato
23.7,53.6,725.8,7,rabi,rice
23.8,80.9,1707.5,11,kharif,rice
32.7,43.7,2975.8,11,summer,rice
28.9,63.6,534.2,13,rabi,groundnut
32.6,73.9,982.2,4,summer,wheat
27.9,70.0,761.6,9,kharif,cotton
27.9,89.2,2254.4,11,rabi,rice
22.9,63.9,818.9,10,rabi,pulses
29.2,89.8,1117.7,3,summer,jute
30.4,81.9,724.4,13,rabi,groundnut
33.3,88.6,107.2,14,rabi,cumin
26.8,47.3,257.7,14,summer,millet
25.2,43.8,2833.0,12,kharif,coconut
33.9,86.9,843.8,5,rabi,sugarcane
26.9,80.1,1043.0,4,rabi,wheat
26.6,57.7,541.1,10,summer,pulses
24.3,49.4,803.4,9,rabi,soybean
26.2,87.2,975.6,4,rabi,rice
30.3,53.4,826.3,9,kharif,soybean
31.6,52.6,2598.3,15,summer,coconut
34.5,63.8,1095.6,4,kharif,rice
30.4,83.9,547.7,6,summer,rice
22.4,67.4,3398.6,15,rabi,spices
27.8,57.9,2507.1,11,kharif,coconut
24.8,81.4,679.2,13,rabi,groundnut
20.1,73.1,1978.7,11,kharif,rice
29.4,45.6,948.1,3,rabi,jute
22.2,56.1,1379.9,4,summer,rice
28.6,71.6,2730.7,12,rabi,coconut
30.0,61.8,2111.8,15,rabi,spices
27.1,55.9,1223.0,4,summer,wheat
30.3,77.5,737.8,13,kharif,cotton
23.7,89.5,852.2,5,summer,sugarcane
21.3,53.6,1106.4,5,summer,wheat
20.9,45.8,2956.3,11,rabi,rice
23.9,61.3,1393.8,4,rabi,rice
24.0,87.1,2046.1,12,rabi,rice
30.8,42.0,1050.2,5,kharif,sugarcane
25.3,55.7,1543.8,1,kharif,maize
20.1,75.8,1457.9,4,summer,rice
26.1,41.6,1147.6,4,rabi,wheat
33.6,55.7,937.8,3,kharif,rice
35.0,43.8,740.4,6,kharif,mustard
28.4,50.7,1014.7,4,rabi,rice
29.0,51.2,1599.6,11,kharif,coconut
20.6,77.6,1208.2,4,kharif,rice
32.0,71.9,1362.2,3,kharif,jute
20.7,63.0,226.9,14,kharif,cumin
20.2,87.3,1384.3,1,rabi,potato
33.9,66.8,1849.6,2,kharif,tea
26.0,85.4,2395.2,11,kharif,rice
30.7,51.5,1737.5,12,summer,coconut
24.4,83.9,2240.6,11,rabi,coconut
27.7,73.2,1158.6,9,kharif,cotton
22.0,75.8,866.9,10,summer,pulses
33.7,74.9,2647.6,15,rabi,coconut
27.3,78.0,696.1,7,rabi,maize
29.2,81.9,1462.7,5,kharif,sugarcane
26.4,71.1,2811.0,12,summer,rice
30.5,54.0,1212.0,5,kharif,wheat
20.3,40.2,875.8,9,summer,cotton
29.8,87.4,191.3,14,summer,millet
28.2,54.4,823.1,5,summer,sugarcane
26.1,61.2,2604.6,12,kharif,spices
26.9,83.3,429.1,13,kharif,cotton
30.9,50.2,1792.9,2,kharif,rice
29.8,56.2,2765.7,12,rabi,spices
23.5,42.0,575.0,13,kharif,groundnut
31.7,53.1,1957.7,1,summer,barley
23.8,51.7,1022.6,3,summer,rice
27.3,46.4,976.2,6,kharif,rice
30.4,79.8,790.9,10,rabi,pulses
24.3,51.9,681.4,6,kharif,wheat
31.0,64.8,1050.7,3,kharif,jute
20.4,89.0,557.5,6,rabi,wheat
27.0,52.2,1608.2,2,summer,maize
24.8,58.7,776.3,6,rabi,mustard
21.9,76.0,1852.5,2,rabi,maize
24.3,88.1,989.5,7,rabi,maize
25.2,85.5,398.7,14,summer,cumin
26.9,56.2,1722.9,11,summer,rice
30.6,51.7,1396.9,3,rabi,rice
26.3,86.6,2065.5,11,rabi,coconut
29.2,56.3,3166.7,15,summer,spices
29.4,80.8,765.5,6,summer,rice
25.7,84.0,878.9,3,rabi,jute
31.8,80.9,1786.6,2,summer,maize
27.6,46.9,996.0,7,rabi,maize
30.1,86.1,1491.5,3,summer,rice
20.2,59.5,2359.1,12,kharif,spices
29.2,88.9,2694.0,15,kharif,coconut
26.7,58.4,1393.8,4,rabi,rice
25.7,63.9,3345.1,15,kharif,coconut
34.3,76.6,844.6,5,rabi,wheat
26.8,66.0,601.9,9,summer,soybean
28.0,59.8,1471.5,5,rabi,sugarcane
29.8,67.3,305.7,14,summer,cumin
28.8,60.8,2634.6,15,rabi,spices
22.5,64.3,1097.6,9,kharif,soybean
33.3,58.4,3185.2,15,rabi,coconut
31.4,71.1,217.4,14,kharif,millet
30.5,64.3,639.4,7,summer,rice
26.1,65.7,1203.3,1,kharif,maize
32.4,87.5,785.2,13,summer,cotton
33.0,81.2,596.9,10,kharif,pulses
34.8,76.6,1529.4,2,summer,maize
22.5,73.0,873.9,3,kharif,jute
26.1,56.9,891.0,9,kharif,cotton
31.8,46.0,1315.9,1,rabi,maize
32.5,68.1,1228.2,5,rabi,sugarcane
24.4,54.3,699.0,8,rabi,pulses
33.2,45.9,2793.5,11,rabi,rice
27.7,55.7,1446.0,4,rabi,rice
32.5,82.1,1082.5,4,kharif,wheat
25.3,52.3,789.5,9,rabi,soybean
34.2,77.0,106.2,14,kharif,cumin
27.5,64.8,1552.0,2,kharif,tea
34.5,71.0,821.2,10,kharif,groundnut
20.5,71.5,760.2,13,summer,groundnut
33.1,51.7,1242.1,4,kharif,wheat
34.6,47.9,1371.9,4,rabi,rice
22.1,55.7,1308.2,3,kharif,jute
30.7,41.7,3391.7,15,summer,spices
22.3,88.9,684.6,8,summer,pulses
29.1,77.6,994.9,6,kharif,mustard
24.9,66.6,2499.3,11,kharif,coconut
30.5,66.9,391.6,14,rabi,cumin
31.2,59.5,462.3,13,summer,cotton
31.0,50.8,997.5,8,rabi,pulses
29.3,54.0,331.2,14,kharif,cumin
27.4,84.7,469.4,13,kharif,groundnut
23.3,77.6,2284.9,15,rabi,spices
20.6,61.5,893.1,3,kharif,jute
31.7,70.3,752.8,9,rabi,soybean
32.3,49.5,1226.7,3,summer,jute
34.8,66.9,1171.5,3,summer,jute
33.3,52.4,3126.8,15,kharif,coconut
21.5,53.0,443.5,13,summer,groundnut
20.8,59.8,2985.1,11,summer,rice
28.1,44.1,2163.6,1,kharif,barley
26.1,41.6,3139.2,15,rabi,coconut
24.8,70.9,1679.7,11,kharif,rice
23.6,65.1,660.2,10,rabi,pulses
32.1,81.3,777.2,13,summer,cotton
29.2,63.8,750.8,6,rabi,mustard
23.1,49.6,411.1,13,kharif,groundnut
33.8,84.6,2703.8,12,summer,spices
34.7,71.5,873.7,6,rabi,rice
26.7,73.7,163.7,14,kharif,cumin
30.1,78.7,711.2,13,summer,cotton
29.8,47.2,656.5,10,summer,pulses
32.7,66.7,1118.1,7,rabi,pulses
21.8,42.9,1921.9,1,summer,potato
23.5,53.6,604.0,9,summer,soybean
30.6,48.5,627.4,10,kharif,pulses
25.6,68.1,876.6,8,rabi,pulses
26.2,45.4,1468.3,3,rabi,jute
32.8,81.3,739.0,13,summer,groundnut
32.9,57.4,757.3,6,summer,wheat
27.9,68.6,989.1,5,summer,sugarcane
32.0,87.2,2682.7,15,rabi,spices
30.5,63.0,1032.0,3,rabi,rice
29.8,57.8,623.9,8,rabi,pulses
27.3,60.1,1062.5,5,kharif,wheat
27.3,50.9,1367.0,1,kharif,wheat
25.5,80.1,2262.0,1,summer,wheat
28.1,71.9,622.3,6,kharif,wheat
28.9,41.0,1385.2,4,summer,wheat
32.4,61.5,1867.6,2,summer,tea
22.1,65.0,1762.4,12,kharif,spices
34.5,89.1,1297.9,3,kharif,jute
34.0,62.2,1009.1,9,summer,cotton
22.7,78.4,165.0,14,rabi,millet
25.8,81.6,1149.2,3,kharif,jute
24.4,72.9,1961.3,1,kharif,maize
23.2,81.7,1123.3,7,summer,pulses
29.1,65.1,521.0,6,summer,mustard
26.0,63.8,1184.3,3,rabi,rice
22.3,82.9,961.9,7,kharif,rice
32.8,86.0,1023.8,5,rabi,sugarcane
20.8,62.4,2106.7,12,rabi,coconut
23.7,70.8,743.1,7,rabi,rice
21.1,81.5,866.0,10,summer,groundnut
23.6,42.4,638.3,9,summer,cotton
32.9,45.4,2638.0,11,rabi,coconut
29.2,81.5,2499.3,2,summer,rice
22.9,84.7,532.1,13,summer,cotton
34.2,55.9,757.0,13,summer,groundnut
33.5,63.8,838.3,9,kharif,soybean
24.6,79.0,2114.9,11,kharif,rice
23.5,57.0,1124.0,3,summer,jute
26.3,47.2,2238.9,11,rabi,coconut
34.8,81.0,618.9,13,summer,groundnut
25.4,66.0,1753.5,11,rabi,coconut
25.9,70.3,783.5,13,rabi,cotton
30.8,57.4,2864.4,12,rabi,rice
34.9,62.3,863.8,3,rabi,jute
23.4,50.9,2756.4,12,kharif,spices
24.8,89.6,567.3,10,kharif,pulses
34.0,77.5,382.7,14,rabi,millet
21.5,47.2,869.1,6,rabi,rice
31.9,46.6,819.1,4,summer,wheat
27.9,66.6,2729.2,11,rabi,rice
33.2,63.0,770.1,7,rabi,pulses
23.5,60.3,534.6,13,rabi,groundnut
31.9,45.1,908.1,6,rabi,mustard
31.5,55.2,2729.8,15,kharif,coconut
29.6,88.5,2098.9,2,summer,tea
23.0,80.5,2451.9,15,summer,spices
27.7,87.8,802.7,6,summer,mustard
21.4,61.7,2032.7,11,kharif,rice
29.6,50.4,2435.3,11,summer,coconut
28.9,84.0,2354.7,2,summer,maize
31.2,55.2,1568.0,11,kharif,coconut
29.2,50.4,1786.4,2,summer,rice
26.2,61.1,2375.5,2,summer,maize
28.2,87.1,1924.3,1,summer,barley
28.2,40.6,2620.8,15,kharif,spices
29.7,48.5,651.4,6,rabi,wheat
28.1,73.2,3075.3,15,kharif,coconut
33.2,87.0,2609.0,15,kharif,spices
25.0,49.6,1024.6,8,summer,pulses
32.7,56.5,2152.5,12,rabi,rice
32.7,46.3,1652.6,11,rabi,coconut
21.5,86.8,1151.6,8,kharif,pulses
27.6,72.0,1767.9,11,kharif,coconut
27.0,85.3,688.1,10,kharif,groundnut
34.8,64.2,635.0,10,kharif,pulses
20.5,66.7,775.5,13,summer,groundnut
31.8,84.5,911.5,7,rabi,pulses
25.4,61.9,681.4,10,rabi,groundnut
25.5,42.2,944.9,3,kharif,jute
32.1,50.1,1082.7,8,rabi,millet
32.3,87.3,1038.9,4,summer,wheat
34.9,59.6,1171.6,7,kharif,maize
29.5,60.7,2765.6,11,summer,coconut
20.5,83.1,1689.8,1,rabi,potato
23.2,43.6,1181.5,8,summer,millet
23.5,80.3,272.2,14,rabi,millet
20.1,75.2,1665.0,1,rabi,wheat
31.5,81.9,916.4,9,kharif,soybean
32.1,86.8,1637.9,12,summer,coconut
26.3,65.4,483.9,13,kharif,groundnut
26.0,76.5,1092.3,8,summer,pulses
23.6,60.9,682.0,9,rabi,soybean
32.1,82.1,734.8,9,kharif,soybean
27.1,62.9,1738.5,2,rabi,maize
34.2,67.6,2152.3,11,kharif,rice
34.6,42.1,573.5,6,kharif,wheat
33.2,65.3,691.6,10,rabi,millet
28.7,40.5,2321.1,12,kharif,rice
33.9,79.3,1396.3,4,kharif,rice
20.9,56.0,573.0,13,summer,cotton
20.6,61.3,1078.3,9,rabi,soybean
20.2,81.0,608.9,6,summer,wheat
24.7,48.0,918.6,3,rabi,rice
25.4,59.8,1191.3,3,rabi,rice
27.1,62.1,907.1,3,summer,jute
26.7,81.7,1019.2,7,rabi,rice
27.1,58.1,1451.9,3,kharif,jute
24.6,76.5,883.8,4,rabi,wheat
29.1,82.6,1688.6,1,rabi,potato
34.1,64.3,996.5,7,summer,pulses
30.4,65.1,1722.0,1,rabi,maize
21.5,80.9,697.8,6,summer,wheat
31.9,71.7,862.0,8,kharif,millet
26.2,50.2,1363.9,5,rabi,wheat
24.6,79.3,812.4,3,summer,rice
34.5,80.0,720.9,6,rabi,rice
25.9,54.9,833.0,10,rabi,pulses
29.7,73.8,732.3,6,kharif,wheat
30.9,49.2,332.3,14,summer,cumin
29.7,75.2,1462.5,4,kharif,wheat
23.6,75.3,225.5,14,rabi,millet
31.2,57.1,1563.7,12,kharif,coconut
27.7,84.0,1533.6,11,summer,coconut
24.7,59.8,2059.1,12,summer,rice
30.8,45.6,1172.6,9,kharif,soybean
27.2,68.1,604.3,8,kharif,pulses
32.7,81.2,1784.5,12,summer,rice
32.4,57.8,179.5,14,rabi,millet
25.2,40.2,2375.7,12,rabi,spices
28.7,75.4,1875.5,1,kharif,potato
20.5,70.0,598.8,10,rabi,groundnut
26.1,72.1,713.0,7,summer,maize
29.8,69.8,2478.7,11,kharif,rice
31.2,69.0,1844.2,1,kharif,barley
26.9,48.3,2265.0,15,rabi,coconut
26.9,45.5,173.6,14,summer,millet
31.7,66.3,846.0,4,rabi,rice
34.8,53.7,2606.4,11,kharif,rice
26.4,88.1,772.5,9,summer,soybean
20.1,48.1,2853.5,11,rabi,coconut
28.9,72.5,270.3,14,summer,cumin
34.6,83.7,1354.2,2,rabi,rice
26.7,57.7,739.4,10,rabi,groundnut
22.7,70.3,2754.7,15,kharif,spices
30.4,44.3,1144.4,8,summer,millet
29.2,66.2,1512.0,11,kharif,coconut
22.3,84.3,1062.1,9,summer,soybean
22.6,83.3,2984.7,11,summer,rice
25.3,52.9,1295.0,3,rabi,jute
22.6,43.0,860.7,5,rabi,sugarcane
32.8,78.9,153.2,14,rabi,millet
31.8,73.7,1115.1,8,summer,pulses
23.6,84.9,2579.6,11,kharif,coconut
34.5,57.4,219.0,14,summer,cumin
33.8,45.4,2112.9,1,rabi,wheat
21.9,44.8,2531.2,12,summer,spices
29.2,65.0,484.6,13,rabi,cotton
24.4,86.9,713.5,7,kharif,maize
30.0,74.1,748.4,10,summer,groundnut
26.4,50.7,977.8,5,rabi,sugarcane
33.0,87.6,284.9,14,summer,cumin
20.2,70.9,808.1,6,rabi,rice
24.9,74.4,1488.6,5,rabi,wheat
32.0,73.7,741.5,8,rabi,pulses
32.5,50.4,1005.9,7,rabi,pulses
21.3,72.0,1102.8,8,kharif,millet
28.7,84.8,763.3,7,rabi,rice
27.3,68.7,838.3,8,kharif,pulses
25.2,53.6,3282.9,15,summer,spices
32.6,61.1,1190.3,3,summer,rice
24.8,66.6,801.1,5,rabi,sugarcane
28.7,41.5,1176.4,9,summer,cotton
21.7,45.7,2282.2,11,rabi,coconut
34.9,41.6,557.6,6,summer,rice
32.7,42.3,1674.4,11,kharif,coconut
22.7,68.5,749.3,6,kharif,mustard
20.1,42.1,1004.9,4,rabi,rice
30.7,70.3,940.1,3,kharif,jute
31.3,56.1,870.8,3,summer,jute
33.9,70.2,911.2,3,rabi,rice
34.8,69.2,1665.0,11,summer,rice
26.6,49.4,2051.1,12,summer,rice
20.9,88.6,2596.5,12,kharif,rice
26.9,80.8,2578.3,11,rabi,rice
20.0,85.7,2515.9,11,rabi,rice
29.9,88.4,528.9,6,summer,wheat
24.1,45.8,2376.6,12,summer,spices
29.0,43.9,1448.1,1,kharif,barley
23.2,61.2,1126.8,3,summer,jute
26.2,81.4,249.4,14,kharif,millet
23.1,52.6,1950.9,2,summer,fruits
31.5,67.9,2093.8,11,kharif,coconut
23.4,45.2,1185.5,5,rabi,sugarcane
21.3,74.8,947.9,3,kharif,rice
27.2,55.7,676.5,13,summer,cotton
34.7,70.8,2996.0,15,kharif,coconut
25.0,61.2,2826.3,12,rabi,spices
25.9,76.6,741.0,6,kharif,rice
30.7,56.8,760.8,13,summer,groundnut
29.6,65.3,792.9,10,summer,pulses
25.3,55.7,818.8,3,kharif,rice
28.5,87.7,198.8,14,rabi,millet
21.4,50.2,1351.7,5,rabi,sugarcane
27.9,62.6,1472.4,2,rabi,rice
32.2,50.1,2664.1,15,rabi,coconut
31.4,79.1,2600.8,15,summer,coconut
34.1,41.2,2404.7,1,kharif,wheat
32.7,44.6,1649.0,11,kharif,coconut
20.5,60.9,847.2,9,rabi,cotton
29.4,44.2,741.2,10,summer,millet
25.5,89.5,742.5,9,kharif,soybean
33.9,69.0,2801.1,11,kharif,rice
25.2,42.3,2710.0,12,summer,coconut
20.6,55.9,465.8,13,rabi,cotton
28.8,44.0,615.4,7,summer,maize
20.3,43.8,967.2,8,summer,millet
25.5,66.6,921.2,5,kharif,wheat
30.3,79.6,1003.6,5,summer,wheat
31.0,61.0,3274.3,15,kharif,spices
34.7,78.8,1954.1,11,rabi,coconut
31.7,74.5,1362.1,3,kharif,rice
34.1,53.6,1036.5,4,summer,wheat
30.6,64.4,1053.1,8,kharif,millet
22.0,86.8,2906.8,15,rabi,spices
21.1,40.7,962.6,6,summer,mustard
24.3,48.5,2118.7,2,summer,tea
22.1,44.0,952.9,4,rabi,wheat
33.6,47.2,761.8,10,kharif,millet
31.4,45.8,2112.3,12,kharif,spices
21.4,56.9,915.2,8,rabi,pulses
20.4,71.9,2851.3,11,summer,coconut
20.1,51.2,1702.3,2,kharif,maize
20.7,44.4,1065.8,5,rabi,sugarcane
27.5,67.9,790.3,9,kharif,soybean
32.6,69.8,680.1,13,rabi,groundnut
22.2,57.4,3203.6,15,rabi,spices
29.7,75.0,1163.7,8,kharif,millet
27.5,45.3,1825.1,1,summer,wheat
33.5,89.8,1181.9,4,kharif,wheat
34.5,42.0,1023.1,9,rabi,soybean
27.1,60.7,1073.8,3,rabi,rice
22.0,63.3,1853.4,1,kharif,barley
25.4,68.7,504.9,13,rabi,groundnut
21.7,40.9,2484.4,2,rabi,tea
23.7,57.9,2479.8,11,rabi,rice
27.5,60.8,716.9,6,rabi,rice
31.6,57.8,784.1,13,rabi,groundnut
33.0,48.8,1193.3,4,rabi,wheat
29.5,46.5,2414.3,12,kharif,rice
24.3,73.5,1185.7,7,kharif,rice
31.9,50.8,1939.0,11,kharif,coconut
34.7,82.5,1697.2,1,rabi,wheat
33.5,75.0,1416.0,5,rabi,wheat
27.9,70.6,2552.1,15,summer,spices
24.8,77.3,328.4,14,kharif,cumin
34.8,57.3,946.0,8,rabi,pulses
27.0,50.2,1194.3,9,rabi,cotton
27.9,52.2,1691.0,12,summer,coconut
28.8,40.3,1253.1,2,summer,fruits
33.8,49.0,2048.5,2,kharif,tea
20.2,41.8,1160.4,8,rabi,millet
25.3,76.5,1806.6,1,summer,wheat
21.5,76.1,2983.8,15,summer,coconut
24.5,54.3,2225.5,12,rabi,rice
29.2,68.0,969.5,3,rabi,jute
32.1,71.4,1689.1,12,kharif,coconut
34.9,52.6,390.9,14,kharif,cumin
28.1,61.0,1180.7,4,kharif,rice
34.2,61.5,932.9,6,summer,mustard
27.0,81.7,2194.6,12,kharif,rice
32.2,65.1,1205.1,5,kharif,sugarcane
27.7,46.4,1039.9,8,summer,millet
22.5,67.6,2662.4,11,rabi,rice
26.3,43.2,783.3,10,rabi,millet
31.5,47.8,1823.7,1,kharif,wheat
26.0,52.6,612.2,13,kharif,groundnut
27.7,58.2,1067.8,5,rabi,wheat
30.5,42.7,2205.3,11,kharif,rice
26.8,85.2,691.1,6,summer,mustard
31.0,60.9,1385.4,4,summer,rice
34.8,64.4,1392.8,1,summer,barley
28.0,69.4,684.1,7,kharif,maize
22.4,51.8,2267.0,2,summer,maize
26.0,51.0,838.5,9,kharif,cotton
34.9,45.6,1466.2,3,kharif,jute
30.8,88.6,2688.8,15,rabi,coconut
24.8,52.6,2548.3,12,summer,coconut
25.4,84.3,2783.8,15,summer,spices
24.3,74.3,2043.8,2,summer,maize
31.7,80.9,1074.9,4,kharif,rice
33.5,75.9,934.8,4,rabi,rice
33.3,75.6,2226.5,12,rabi,spices
21.0,42.6,1159.4,4,kharif,wheat
30.3,53.8,711.0,13,kharif,groundnut
25.2,60.3,2356.6,15,summer,spices
29.6,81.3,1286.0,2,kharif,tea
21.1,55.1,589.5,6,rabi,rice
22.6,77.5,1059.2,4,summer,rice
22.4,46.5,863.1,7,summer,rice
34.1,54.5,536.2,6,kharif,rice
27.0,74.3,947.2,4,rabi,rice
28.7,50.9,604.6,13,summer,cotton
21.5,41.2,2287.1,12,rabi,spices
34.6,49.2,867.3,7,summer,rice
20.7,65.0,854.4,8,summer,pulses
23.8,59.5,450.2,13,kharif,groundnut
